Time,Occupancy
78.00760157061268,3
195.0190039265317,3
312.0304062824507,3
429.04180863836973,3
546.0532109942887,3
663.0646133502078,3
780.0760157061268,3
897.0874180620458,3
1014.0988204179648,3
1131.1102227738838,3
1248.1216251298029,3
1365.1330274857219,3
1482.1444298416409,3
1599.15583219756,3
1716.167234553479,3
1833.178636909398,3
1950.190039265317,2
2067.201441621236,3
2184.212843977155,2
2301.224246333074,2
2418.235648688993,2
2535.247051044912,3
2652.258453400831,3
2769.26985575675,3
2886.281258112669,2
3003.292660468588,2
3120.304062824507,3
3237.315465180426,3
3354.326867536345,3
3471.338269892264,3
3588.349672248183,3
3705.361074604102,3
3822.3724769600212,3
3939.3838793159402,3
4056.3952816718593,3
4173.406684027778,3
4290.418086383697,2
4407.429488739616,3
4524.440891095535,2
4641.452293451454,2
4758.463695807373,2
4875.475098163292,3
4992.486500519211,3
5109.49790287513,3
5226.509305231049,3
5343.5207075869685,3
5460.5321099428875,3
5577.5435122988065,3
5694.5549146547255,3
5811.5663170106445,3
5928.5777193665635,3
6045.589121722483,3
6162.600524078402,3
6279.611926434321,3
6396.62332879024,3
6513.634731146159,3
6630.646133502078,3
6747.657535857997,3
6864.668938213916,3
6981.680340569835,3
7098.691742925754,3
7215.703145281673,3
7332.714547637592,3
7449.725949993511,3
7566.73735234943,3
7683.748754705349,3
7800.760157061268,3
7917.771559417187,2
8034.782961773106,2
8151.794364129025,2
8268.805766484944,3
8385.817168840862,2
8502.828571196782,2
8619.8399735527,2
8736.85137590862,2
8853.862778264538,2
8970.874180620458,2
9087.885582976376,2
9204.896985332296,2
9321.908387688214,2
9438.919790044134,2
9555.931192400052,2
9672.942594755972,3
9789.95399711189,3
9906.96539946781,3
10023.976801823728,2
10140.988204179648,2
10257.999606535566,3
10375.011008891486,3
10492.022411247404,2
10609.033813603324,2
10726.045215959242,2
10843.056618315162,3
10960.06802067108,3
11077.079423027,3
11194.090825382918,3
11311.102227738838,3
11428.113630094756,2
11545.125032450676,2
11662.136434806594,3
11779.147837162514,3
11896.159239518433,3
12013.170641874352,3
12130.18204423027,3
12247.19344658619,3
12364.204848942109,3
12481.216251298029,3
12598.227653653947,3
12715.239056009867,3
12832.250458365785,3
12949.261860721705,3
13066.273263077623,3
13183.284665433543,3
13300.29606778946,3
13417.30747014538,3
13534.318872501299,3
13651.330274857219,3
13768.341677213137,3
13885.353079569057,3
14002.364481924975,3
14119.375884280895,3
14236.387286636813,3
14353.398688992733,3
14470.41009134865,3
14587.42149370457,3
14704.432896060489,3
14821.444298416409,3
14938.455700772327,3
15055.467103128247,3
15172.478505484165,3
15289.489907840085,3
15406.501310196003,3
15523.512712551923,3
15640.524114907841,3
15757.535517263761,3
15874.54691961968,2
15991.558321975599,3
16108.569724331517,3
16225.581126687437,2
16342.592529043355,3
16459.603931399273,3
16576.615333755195,3
16693.626736111113,3
16810.63813846703,3
16927.64954082295,3
17044.66094317887,3
17161.67234553479,3
17278.683747890707,3
17395.695150246625,3
17512.706552602544,3
17629.717954958465,3
17746.729357314383,3
17863.7407596703,3
17980.75216202622,3
18097.76356438214,3
18214.77496673806,3
18331.786369093978,3
18448.797771449896,3
18565.809173805817,3
18682.820576161736,2
18799.831978517654,2
18916.84338087357,2
19033.854783229493,2
19150.86618558541,2
19267.87758794133,2
19384.888990297248,2
19501.90039265317,2
19618.911795009088,2
19735.923197365006,2
19852.934599720924,2
19969.946002076846,2
20086.957404432764,2
20203.968806788682,2
20320.9802091446,2
20437.99161150052,2
20555.00301385644,2
20672.014416212358,2
20789.025818568276,2
20906.037220924198,3
21023.048623280116,3
21140.060025636034,3
21257.071427991952,3
21374.082830347874,3
21491.094232703792,3
21608.10563505971,3
21725.117037415628,3
21842.12843977155,3
21959.139842127468,2
22076.151244483386,3
22193.162646839304,2
22310.174049195226,2
22427.185451551144,2
22544.196853907062,3
22661.20825626298,2
22778.219658618902,2
22895.23106097482,2
23012.24246333074,2
23129.253865686656,2
23246.265268042578,3
23363.276670398496,2
23480.288072754414,2
23597.299475110332,2
23714.310877466254,2
23831.322279822172,2
23948.33368217809,2
24065.34508453401,2
24182.35648688993,2
24299.36788924585,3
24416.379291601766,2
24533.390693957685,2
24650.402096313606,3
24767.413498669524,3
24884.424901025443,3
25001.43630338136,2
25118.447705737282,2
25235.4591080932,2
25352.47051044912,3
25469.481912805037,2
25586.49331516096,3
25703.504717516877,2
25820.516119872795,3
25937.527522228713,3
26054.538924584635,3
26171.550326940553,3
26288.56172929647,3
26405.57313165239,3
26522.58453400831,3
26639.59593636423,3
26756.607338720147,3
26873.618741076065,3
26990.630143431987,3
27107.641545787905,3
27224.652948143823,3
27341.66435049974,3
